client,sqkm_id,latitude,longitude,income
Mex54,828,19.58887738,-99.1338853,59731.15389
Mex55,48,19.29736254,-99.01329529,136428.0187
Mex56,509,19.47617761,-99.20040447,1119265.597
Mex57,43,19.2966987,-99.06137694,27014.24392
Mex58,350,19.40772692,-99.10745294,6812.701899
Mex59,806,19.57631743,-99.11229929,47869.84944
Mex60,147,19.33568693,-99.21654478,26740.21659
Mex61,538,19.47982033,-99.14958213,15035.89318
Mex62,682,19.53138411,-99.15039797,39040.51663
Mex63,103,19.31634422,-99.17570212,41536.72998
Mex64,461,19.45676784,-99.19280744,23710.66791
Mex65,642,19.52142475,-99.06849304,27673.92893
Mex66,605,19.50581222,-99.1996815,100761.24
Mex67,676,19.53495836,-99.20656897,15045.15893
Mex68,310,19.39129186,-99.02925739,25356.01542
Mex69,831,19.58972508,-99.10525878,3077.559497
Mex70,106,19.31719283,-99.14914695,25138.06454
Mex71,243,19.36967198,-99.21191374,151788.3461
Mex72,792,19.57126579,-99.01669541,84474.78674
Mex73,32,19.29687206,-99.1636005,11226.27588
Mex74,748,19.56312203,-99.20731832,24130.36923
Mex75,767,19.56262959,-99.02873362,25308.82945
Mex76,457,19.45548475,-99.23408843,451675.2035
Mex77,845,19.59740337,-99.19327154,17146.34416
Mex78,182,19.34947485,-99.10676333,102124.1304
Mex79,195,19.35174954,-99.21761815,46019.66987
Mex80,717,19.54230722,-99.03991865,394962.0405
Mex81,188,19.34749124,-99.05050532,85751.46817
Mex82,406,19.4312957,-99.03186827,68474.27072
Mex83,819,19.58839679,-99.21976547,269278.8767
Mex84,44,19.29308578,-99.04980317,3592.501576
Mex85,393,19.42390449,-99.15678407,59197.97584
Mex86,259,19.37177692,-99.06456427,232372.9723
Mex87,541,19.48382349,-99.12475493,69196.90221
Mex88,244,19.37287835,-99.20483229,23164.60613
Mex89,359,19.41123265,-99.02309683,154535.1227
Mex90,898,19.61498894,-99.14627065,208926.5974
Mex91,483,19.46539465,-99.21256578,24897.17279
Mex92,98,19.32065109,-99.22802526,81745.4591
Mex93,152,19.33770926,-99.16895278,110594.8759
Mex94,353,19.40685366,-99.07915308,6829.311302
Mex95,815,19.57932312,-99.02362806,39786.61784
Mex96,708,19.54362936,-99.12765241,27775.83957
Mex97,733,19.55411975,-99.11562177,20393.79393
Mex98,20,19.28302426,-99.04964059,7744.944608
Mex99,795,19.57900678,-99.21300421,5401.247208
Mex100,192,19.35141774,-99.01199679,1651.994143
Mex101,508,19.47504857,-99.20443469,16068.82862
Mex102,325,19.40038396,-99.11697386,18247.95429
Mex103,95,19.30987006,-99.02138923,58789.39839
Mex104,388,19.42584534,-99.21069808,7706.140167
Mex105,817,19.58494871,-99.23352234,35141.09935
Mex106,166,19.33417099,-99.03467028,21711.85451
Mex107,739,19.55713155,-99.05867942,8134.757578
Mex108,329,19.40090794,-99.08650442,10918.32742
Mex109,322,19.39924245,-99.14532602,63293.71052
Mex110,289,19.39490231,-99.23228466,38905.95842
Mex111,700,19.5400957,-99.2076613,3175.995574
Mex112,481,19.45935468,-99.23259324,27587.26955
Mex113,250,19.37487741,-99.14548273,28436.26777
Mex114,833,19.58427023,-99.07941866,52655.59621
Mex115,373,19.41678019,-99.12007962,9590.577635
Mex116,244,19.3704707,-99.20850204,39970.33609
Mex117,524,19.47419316,-99.0493611,26497.3735
Mex118,866,19.61081449,-99.2279871,1038143.889
Mex119,537,19.48367269,-99.15377278,65005.53955
Mex120,104,19.32461809,-99.17065946,3044.977171
Mex121,248,19.37194941,-99.17147533,29166.4566
Mex122,461,19.45400208,-99.19588278,68380.42118
Mex123,898,19.61488748,-99.14946343,53505.11353
Mex124,521,19.46928906,-99.08629391,36785.86704
Mex125,527,19.47106747,-99.02193034,22455.19204
Mex126,664,19.52550672,-99.09348548,16376.19201
Mex127,714,19.5482141,-99.07227659,61684.12967
Mex128,542,19.48512741,-99.11031555,14265.59707
Mex129,112,19.3231594,-99.08812486,18175.76914
Mex130,440,19.44262982,-99.16893477,43023.20877
Mex131,391,19.42606289,-99.17593275,53074.59451
Mex132,454,19.44746937,-99.03045935,88481.07605
Mex133,537,19.48457905,-99.15757414,60232.73964
Mex134,119,19.32097176,-99.02081573,38472.31948
Mex135,18,19.28869613,-99.07562737,25627.26992
Mex136,838,19.58823754,-99.03226148,109250.1557
Mex137,118,19.32166881,-99.03248756,28952.56832
Mex138,683,19.53937354,-99.1380982,12103.0932
Mex139,209,19.36004724,-99.08130447,1206.028887
Mex140,376,19.41749727,-99.08701425,688188.5693
Mex141,437,19.44597104,-99.19690175,94338.81597
Mex142,521,19.47168107,-99.08527204,28465.36709
Mex143,316,19.40060035,-99.21107487,4925.503859
Mex144,18,19.28332863,-99.07633656,5962.645197
Mex145,552,19.48278828,-99.01287725,61325.66094
Mex146,254,19.37372857,-99.11427234,6429.024042
Mex147,368,19.42082094,-99.17043052,2103.690119
Mex148,477,19.45196393,-99.04490676,20127.56366
Mex149,323,19.39632419,-99.13612656,14049.90747
Mex150,141,19.3251782,-99.04231372,24549.74496
Mex151,445,19.44363871,-99.11550332,33485.0543
Mex152,278,19.38339532,-99.1102996,22925.14647
Mex153,423,19.43507273,-99.10552712,32501.70558
Mex154,9,19.28379909,-99.15681712,1304966.088
Mex155,119,19.32435499,-99.02416026,21731.86553
Mex156,830,19.58668791,-99.11038941,44489.14977
Mex157,531,19.47845926,-99.21879534,43492.64769
Mex158,891,19.61637344,-99.22070745,21389.98206
Mex159,396,19.4267636,-99.13210498,181095.8824
Mex160,293,19.38802431,-99.20130823,38371.13259
Mex161,100,19.31757967,-99.20983972,28950.49856
Mex162,255,19.3754183,-99.10067086,60354.79662
Mex163,235,19.36743898,-99.06702121,8456.667565
Mex164,220,19.36418674,-99.20221982,10142.12565
Mex165,715,19.54536829,-99.06536693,72982.85063
Mex166,109,19.31641066,-99.1207921,200732.4567
Mex167,156,19.33776989,-99.13385195,624466.3855
Mex168,23,19.28872774,-99.02114161,314999.2908
Mex169,404,19.42979939,-99.04885319,448520.5347
Mex170,651,19.52184901,-99.2128538,546617.1093
Mex171,496,19.46734806,-99.09405874,581694.4765
Mex172,236,19.36316445,-99.05076326,43143.38976
Mex173,768,19.5591415,-99.01232877,133696.575
Mex174,30,19.29205269,-99.1886512,535044.9154
Mex175,119,19.31649665,-99.02674962,216548.3439
Mex176,484,19.46294854,-99.20251858,172506.7972
Mex177,715,19.54170577,-99.06055307,376640.5141
Mex178,535,19.48098328,-99.18207325,156360.4653
Mex179,662,19.52790109,-99.10700732,300852.0009
Mex180,848,19.59689815,-99.16954313,247265.5992
Mex181,570,19.49122558,-99.06790289,450004.893
Mex182,604,19.50864806,-99.2026364,22778.1232
Mex183,61,19.30373358,-99.12376587,427853.1017
Mex184,298,19.39112872,-99.14825596,2338.346148
Mex185,761,19.5594455,-99.08207098,49423.38777
Mex189,195,19.35714247,-99.21664467,17955.62943
Mex190,831,19.59071483,-99.09861443,32436.01183
Mex191,208,19.35429519,-99.08811531,23872.2465
Mex192,597,19.50175904,-99.0483255,6731.620225
Mex193,678,19.53937846,-99.1825204,47383.29246
Mex194,887,19.60700339,-99.02425169,14314.87362
Mex195,750,19.56037306,-99.19008725,3836.406494
Mex196,103,19.32351753,-99.18001677,33736.5252
Mex197,754,19.56345867,-99.14827728,40792.02724
Mex198,145,19.33412123,-99.2345647,22485.30077
Mex199,340,19.41089458,-99.21116323,21836.12941
Mex200,68,19.29895796,-99.04922102,17800.6536
Mex201,246,19.37502697,-99.18730351,6917.464751
Mex202,432,19.4345554,-99.01306323,158654.7652
Mex203,774,19.56811899,-99.18752735,20372.42393
Mex204,574,19.48925754,-99.03475739,25365.91344
Mex205,891,19.61761905,-99.21236606,389104.7259
Mex206,199,19.35886679,-99.17790401,93776.30885
Mex207,50,19.29795563,-99.22486391,130245.3631
Mex208,52,19.30520378,-99.20528301,30493.28745
Mex209,645,19.51431227,-99.03956933,43888.06079
Mex210,592,19.49928617,-99.09459022,586015.0671
Mex211,793,19.57920501,-99.2337506,2130822.884
Mex212,133,19.32842299,-99.12328132,27562.99601
Mex213,704,19.54813209,-99.16943208,124457.6914
Mex214,623,19.50967078,-99.01988367,25746.77324
Mex215,835,19.59142661,-99.05934265,44785.46767
Mex216,546,19.47873667,-99.07565618,29031.61265
Mex217,163,19.33584747,-99.06234113,21677.98864
Mex218,831,19.58556992,-99.09936443,33050.80712
Mex219,151,19.33784673,-99.17318042,9133.845517
Mex220,436,19.44160335,-99.20824016,113931.7461
Mex221,566,19.48662071,-99.11149868,22042.02558
Mex222,874,19.60542682,-99.14523523,27518.54613
Mex223,23,19.28455987,-99.02462351,9292.209806
Mex224,759,19.55847846,-99.10256475,20589.10176
Mex225,676,19.5361185,-99.20847266,21352.56625
Mex226,756,19.56579688,-99.13450981,110371.3205
Mex227,511,19.47090921,-99.1821755,29844.52217
Mex228,730,19.54984321,-99.15326839,97694.04598
Mex229,106,19.32075377,-99.14701081,52625.3664
Mex230,464,19.4547464,-99.17107199,24903.547
Mex231,126,19.32982282,-99.18253903,70517.91908
Mex232,164,19.34149034,-99.05155174,28942.64182
Mex233,436,19.44529524,-99.20508157,587778.0166
Mex234,716,19.54396225,-99.05464591,366718.6785
Mex235,409,19.44090062,-99.23776245,46054.99064
Mex236,205,19.35713032,-99.11586109,40953.64884
Mex237,301,19.38873701,-99.1160898,16900.89466
Mex238,770,19.57054664,-99.22855801,30181.15276
Mex239,566,19.4896158,-99.11456413,138210.0908
Mex240,373,19.41747338,-99.12124511,24403.1751
Mex241,629,19.51914809,-99.19208217,137285.2891
Mex242,801,19.57937451,-99.15901539,232130.9157
Mex243,170,19.34827001,-99.22999682,1525.02092
Mex244,761,19.56400667,-99.08225414,38395.64878
Mex245,165,19.33704964,-99.04111562,48893.3952
Mex246,443,19.44275599,-99.13898071,491612.1742
Mex247,386,19.42459647,-99.22151906,1289.473468
Mex248,812,19.57550992,-99.05220434,96085.99499
Mex249,568,19.49175664,-99.08929756,28828.20723
Mex250,509,19.4732168,-99.19674416,29786.96644
Mex251,343,19.40550488,-99.17767879,42893.28775
Mex252,823,19.58867564,-99.17979771,499502.282
Mex253,503,19.46251318,-99.02400362,20731.11058
Mex254,10,19.2864196,-99.15294595,39268.20247
Mex255,703,19.54335895,-99.18136589,44303.47714
Mex257,819,19.5913947,-99.21938771,97422.23242
Mex258,286,19.38087421,-99.03115547,45482.4435
Mex259,732,19.54848581,-99.13311629,185.5507354
Mex261,891,19.61873521,-99.21356606,421913.5799
Mex262,267,19.38381177,-99.22016182,27.57891095
Mex264,370,19.41930765,-99.15278622,33842.67014
Mex265,695,19.53523422,-99.02133272,47063.87792
Mex266,789,19.57172652,-99.04500616,91251.29101
Mex267,239,19.3689569,-99.02603189,20100.03727
Mex268,512,19.47458785,-99.1718093,330681.8317
Mex269,859,19.59799467,-99.06546959,46232.63653
Mex270,731,19.548437,-99.1412373,28042.06904
Mex271,636,19.51855173,-99.13338796,15836.58359
Mex272,57,19.29806146,-99.158846,66594.11864
Mex273,642,19.51890016,-99.07669672,9723.454925
Mex274,209,19.35307498,-99.08583642,56666.17167
Mex275,623,19.50672014,-99.02343353,27775.23339
Mex276,675,19.53596382,-99.2200534,86390.68467
Mex277,301,19.39175257,-99.12117577,10784.3838
Mex278,779,19.57438168,-99.14244324,253535.3415
Mex279,5,19.28694131,-99.19721366,285772.1145
Mex280,849,19.59630789,-99.16156673,177981.3559
Mex281,556,19.48580618,-99.20735854,219027.8287
Mex282,262,19.37331118,-99.03280333,339670.5444
Mex283,275,19.38091631,-99.13923152,177325.4977
Mex284,473,19.45093931,-99.08398063,90019.59886
Mex285,45,19.29419922,-99.04144603,62066.23139
Mex286,685,19.53578242,-99.11881729,73235.79805
Mex287,503,19.45982238,-99.02041471,262327.8991
Mex288,428,19.43618427,-99.05191578,89708.71325
Mex289,724,19.55118149,-99.20889429,70605.84953
Mex290,396,19.42963751,-99.12655857,23898.93719
Mex291,170,19.34315329,-99.22978537,21088.73711
Mex292,316,19.39788722,-99.20198234,21200.23513
Mex293,596,19.49798092,-99.0509741,12101.87798
Mex294,493,19.46702464,-99.12237051,302635.572
Mex295,233,19.36322904,-99.07948877,11592.48785
Mex296,393,19.42552841,-99.15750035,17041.65506
Mex297,718,19.54055694,-99.03712054,52613.50487
Mex298,746,19.56415507,-99.23033982,8565.253624
Mex299,569,19.4945922,-99.08411247,35304.4836
Mex300,527,19.47271788,-99.02385368,33221.01477
Mex301,766,19.55854098,-99.03078987,68549.47347
Mex302,748,19.56337726,-99.21083659,14774.24877
Mex303,518,19.47246699,-99.11419425,40397.2128
Mex304,107,19.32423359,-99.14393074,32725.78424
Mex305,515,19.46798758,-99.13838025,9502.20935
Mex306,557,19.4915096,-99.19712384,26992.15487
Mex307,654,19.52392257,-99.18928985,25369.73189
Mex308,530,19.47995581,-99.22900284,69104.58619
Mex309,194,19.35767974,-99.22931541,35513.25291
Mex310,379,19.42094169,-99.06350764,31203.78938
Mex311,534,19.4810278,-99.18811353,45228.84484
Mex312,596,19.49857043,-99.05715942,24568.18084
Mex313,887,19.60547056,-99.02445402,58515.70211
Mex315,48,19.29608813,-99.01067561,22882.1624
Mex316,880,19.60949723,-99.0945418,56219.6023
Mex317,477,19.45501276,-99.04807757,51787.1513
Mex318,887,19.60719735,-99.02114764,5728.085052
Mex319,896,19.61356816,-99.16800573,39625.51867
Mex320,382,19.4167397,-99.03841438,58011.22815
Mex321,218,19.36866392,-99.2215095,49601.81914
Mex322,543,19.48470625,-99.10187604,22632.03177
Mex323,99,19.32105334,-99.21367503,1690866.916
Mex324,241,19.37112241,-99.23849192,56195.28985
Mex325,235,19.365797,-99.05931934,56449.99008
Mex326,747,19.56415217,-99.21965671,23454.96698
Mex327,242,19.37530795,-99.2286718,63969.20629
Mex328,693,19.53234283,-99.04006032,860757.5055
Mex329,621,19.5096825,-99.04521636,109991.9551
Mex330,821,19.58824931,-99.20080313,36581.36106
Mex331,652,19.53033128,-99.20882718,6198.018129
Mex332,40,19.2940088,-99.0890045,61770.69488
Mex333,452,19.44106588,-99.05310501,17513.48564
Mex334,441,19.44357166,-99.15725479,81033.53183
Mex335,153,19.33395501,-99.16220275,213749.1296
Mex336,323,19.40025086,-99.13633222,471872.5927
Mex337,144,19.33311015,-99.01597365,8259.26092
Mex338,724,19.55366018,-99.21065501,13728.35124
Mex339,34,19.28998944,-99.14655508,73791.35843
Mex340,895,19.61774397,-99.17304103,96411.72454
Mex341,81,19.31519945,-99.15533888,12149.99069
Mex342,114,19.31690797,-99.07622486,4712.162716
Mex343,626,19.5210582,-99.22609376,27449.85294
Mex344,412,19.43213934,-99.20958127,90175.97328
Mex345,320,19.40479126,-99.16862215,148016.3255
Mex346,562,19.4925796,-99.15010035,38298.66581
Mex347,388,19.4305288,-99.2056637,31368.83693
Mex348,455,19.44358613,-99.02888245,29814.95361
Mex349,657,19.52243722,-99.15657753,76.84910379
Mex351,597,19.50121949,-99.04703377,75218.36031
Mex352,467,19.45840174,-99.13738432,32080.50585
Mex353,486,19.46370048,-99.18722809,272216.6945
Mex354,645,19.5166622,-99.03967375,12493.12742
Mex355,749,19.56357459,-99.19557839,67551.59221
Mex356,111,19.32098435,-99.10410979,503107.1016
Mex357,391,19.42635988,-99.17423551,6663.103953
Mex358,740,19.55486639,-99.05552572,443740.8347
Mex359,418,19.43264978,-99.14921737,28613.09958
Mex360,865,19.60472648,-99.23565408,57198.02447
Mex361,430,19.4388625,-99.03826082,67032.94689
Mex362,438,19.44488326,-99.18939007,100961.2759
Mex363,113,19.31921167,-99.08442833,939622.4662
Mex364,574,19.48774397,-99.03722666,11979.34642
Mex365,298,19.39499001,-99.15275985,33503.95783
Mex366,10,19.28796307,-99.14515322,96526.14648
Mex367,811,19.58283068,-99.06576837,3756.318441
Mex368,440,19.44737839,-99.16873176,29733.90864
Mex369,74,19.31008303,-99.22635101,19131.7621
Mex370,55,19.30427851,-99.18224364,13475.11766
Mex371,359,19.40997252,-99.0256524,41497.17902
Mex372,357,19.40801392,-99.0417672,30317.49892
Mex373,682,19.53260529,-99.14647776,23800.26546
Mex374,669,19.5261279,-99.04619296,27899.77897
Mex375,373,19.4168904,-99.11864362,96827.89819
Mex376,592,19.50282147,-99.09427906,60756.39742
Mex377,888,19.60491167,-99.01673403,21909.68559
Mex378,845,19.59350042,-99.19849766,17544.03927
Mex379,517,19.47094557,-99.12002709,20760.75384
Mex380,18,19.28396264,-99.07367211,48636.13083
Mex381,783,19.570398,-99.10181157,32018.38412
Mex382,578,19.49843365,-99.22604061,148569.4225
Mex383,879,19.60497631,-99.10024375,17653.73892
Mex384,448,19.44360713,-99.09136743,74613.6131
Mex385,842,19.59636221,-99.22649989,13072.03074
Mex386,248,19.37765339,-99.16835895,24595.77437
Mex387,619,19.50834073,-99.06034585,22700.45377
Mex388,475,19.45685703,-99.05879557,12886.82066
Mex389,17,19.28525298,-99.0773399,40215.848
Mex390,227,19.36580637,-99.14409811,8167.146908
Mex391,57,19.29957878,-99.15765812,32836.18676
Mex392,495,19.46462285,-99.10062254,76431.4441
Mex393,410,19.43542636,-99.22600243,3125.819511
Mex394,124,19.32548567,-99.20385142,30413.22986
Mex395,239,19.36804619,-99.02877763,61985.864
Mex396,234,19.36836401,-99.06820102,28394.70618
Mex397,733,19.55679183,-99.11600993,23945.88459
Mex398,853,19.60127433,-99.12360804,1240.296212
Mex399,480,19.45105916,-99.01888962,50829.47676
Mex400,740,19.55312902,-99.0527803,52883.58285
Mex401,886,19.60550646,-99.03051646,122407.7322
Mex402,810,19.5766531,-99.07502916,10075.30953
Mex403,326,19.40023016,-99.10690173,53372.49894
Mex404,741,19.54915333,-99.0481498,295422.4356
Mex405,477,19.45499577,-99.04677328,110329.5783
Mex406,852,19.59524776,-99.13005238,103294.7712
Mex407,216,19.35775685,-99.01193831,63494.61531
Mex408,120,19.3187439,-99.01558053,17778.57033
Mex409,625,19.51448269,-99.23083781,142930.7424
Mex410,208,19.35407406,-99.09377342,46177.25333
Mex411,91,19.31326112,-99.06147587,532298.1668
Mex412,412,19.44035005,-99.20302011,14376.68534
Mex413,391,19.42361703,-99.1809561,63282.97961
Mex414,438,19.44392063,-99.18402807,11418.42536
Mex415,583,19.4976939,-99.18099709,35038.40528
Mex416,249,19.37235502,-99.15908422,23819.61845
Mex417,523,19.47537609,-99.06368145,15277.80444
Mex418,281,19.38109715,-99.08056103,74661.42228
Mex419,495,19.46192784,-99.10402692,44976.54683
Mex420,97,19.31984228,-99.2353115,38145.44745
Mex421,122,19.33183565,-99.22206418,10878.63816
Mex422,773,19.56828597,-99.19546269,21719.84769
Mex423,621,19.50945154,-99.04573564,17552.60344
Mex424,258,19.3767124,-99.07620388,4281.555295
Mex425,502,19.46447427,-99.03846217,33924.93164
Mex427,372,19.41884974,-99.13164599,22106.18906
Mex428,773,19.57465669,-99.19209547,15829.16745
Mex429,258,19.36964142,-99.06981794,53696.46881
Mex430,133,19.33068895,-99.12098531,6525.476111
Mex431,366,19.41430698,-99.18322619,50548.22682
Mex433,821,19.59094668,-99.19630053,49266.40738
Mex434,82,19.31256562,-99.14716063,150153.3242
Mex435,412,19.43975834,-99.20653814,1624961.392
Mex436,387,19.42749225,-99.21431463,32079.58848
Mex437,434,19.44980581,-99.22999456,315120.9658
Mex438,418,19.43769989,-99.14970137,97410.19616
Mex439,470,19.4569092,-99.11528565,3057.860503
Mex440,615,19.50445009,-99.10069855,58277.48993
Mex441,785,19.5741455,-99.0794759,36284.32216
Mex442,304,19.39599345,-99.09474744,90835.38565
Mex443,865,19.60235583,-99.23848407,20897.4885
Mex444,645,19.51924837,-99.04098737,8517.24577
Mex445,636,19.51385838,-99.12869408,3695.635328
Mex446,113,19.32215478,-99.08062109,16221.97454
Mex448,592,19.5036504,-99.09474038,6060.56421
Mex449,618,19.51104951,-99.0765842,3636.085142
Mex450,599,19.50052969,-99.02338339,14654.24843
Mex451,203,19.35231854,-99.14038665,21361.91845
Mex452,238,19.36902559,-99.03358476,12695.70582
Mex453,464,19.45088902,-99.16957485,47115.12708
Mex454,774,19.56633121,-99.18411931,148572.1104
Mex455,77,19.31496438,-99.19822388,18711.99406
Mex456,8,19.28610798,-99.16462896,921.3013377
Mex457,582,19.50002821,-99.18493685,146905.7094
Mex458,214,19.35248085,-99.03824635,193585.2496
Mex459,556,19.49365298,-99.20713991,480733.5944
Mex460,11,19.28497027,-99.13784146,95626.3611
Mex461,811,19.57590127,-99.065615,110950.6785
Mex462,314,19.40261485,-99.22188136,35120.2527
Mex463,847,19.59904773,-99.17972028,27712.57114
Mex464,899,19.61844205,-99.13654606,31327.47319
Mex465,6,19.28632182,-99.18981119,119566.9923
Mex466,610,19.50462318,-99.15236432,45424.96869
Mex467,422,19.43922393,-99.108046,32990.56266
Mex468,198,19.35289227,-99.18576023,5600.793102
Mex469,504,19.46222699,-99.01140102,2190.814081
Mex470,230,19.36906202,-99.10947961,11618.4551
Mex471,76,19.31048949,-99.20582746,39343.97206
Mex472,26,19.29630992,-99.22840497,72043.68603
Mex473,876,19.6084953,-99.12789563,17264.37088
Mex474,47,19.29335388,-99.02041582,180865.0703
Mex475,406,19.42851597,-99.02968105,50000.99172
Mex476,45,19.2951171,-99.04058284,61513.46454
Mex477,563,19.48924471,-99.13978981,39538.15426
Mex478,629,19.51834301,-99.19810002,15885.03135
Mex479,402,19.42961527,-99.07333622,243643.6187
Mex480,637,19.52080749,-99.12497718,7165.111395
Mex481,414,19.4348556,-99.19172273,22107.2963
Mex482,185,19.34337976,-99.0811159,26111.95721
Mex483,363,19.42056956,-99.21454215,35107.15662
Mex484,499,19.46443149,-99.06212631,42757.60884
Mex485,826,19.5892829,-99.14883266,30521.66553
Mex486,441,19.44466713,-99.1629542,25147.4826
Mex487,709,19.54629327,-99.12447519,39304.37372
Mex488,349,19.4066355,-99.1232075,39893.25538
Mex489,202,19.35342629,-99.1490317,69032.47146
Mex490,608,19.51223411,-99.16815232,24652.27038
Mex491,539,19.48496094,-99.13480524,37771.01759
Mex492,899,19.61943675,-99.13771589,98168.85309
Mex494,628,19.51888535,-99.20217684,58840.69567
Mex495,500,19.46599003,-99.0512689,18769.63271
Mex496,360,19.41138398,-99.01542425,44215.19404
Mex497,608,19.51207498,-99.16451323,4054.711312
Mex498,197,19.35676406,-99.1985586,35098.56337
Mex499,468,19.45066292,-99.13075666,73001.39708
Mex500,293,19.39132458,-99.20068272,42880.61309
Mex501,278,19.37976639,-99.10920215,29904.54879
Mex502,223,19.36205259,-99.17764288,47711.73847
Mex503,749,19.55857179,-99.19435466,43904.75381
Mex504,786,19.57072005,-99.06786527,29414.32256
Mex505,145,19.33673136,-99.23842695,90439.60571
Mex506,762,19.5660732,-99.06844491,12426.9844
Mex507,76,19.3108836,-99.20890322,2903.178759
Mex508,278,19.38077716,-99.10799406,9989.477463
Mex509,576,19.49420744,-99.01481875,16992.25803
Mex510,76,19.31312247,-99.20862741,59175.14632
Mex511,333,19.39788458,-99.04540515,105137.4862
Mex512,377,19.41669773,-99.08077862,138019.1597
Mex513,489,19.46240376,-99.16051419,57715.83774
Mex514,733,19.55036447,-99.12011739,518109.8957
Mex515,814,19.58245432,-99.03785065,76.84910379
Mex516,728,19.55403028,-99.16532337,18097.38767
Mex517,780,19.57143571,-99.12626919,95682.60357
Mex518,212,19.35579275,-99.05493911,64995.80882
Mex519,912,19.61566745,-99.01872249,40423.1141
Mex520,888,19.6039323,-99.01344206,32133.98088
Mex521,64,19.30410038,-99.09136186,53184.13711
Mex522,793,19.57990911,-99.23215799,54339.90823
Mex523,378,19.41487784,-99.06944612,32273.22937
Mex524,111,19.31843288,-99.09669963,1880.980871
Mex525,92,19.31070687,-99.05140142,94295.20544
Mex526,483,19.46326727,-99.21468485,61804.73312
Mex527,679,19.532796,-99.17799042,1706.168131
Mex528,91,19.30696133,-99.06215681,22023.80043
Mex529,716,19.54143151,-99.05608551,124524.3112
Mex530,894,19.61134852,-99.18607016,97285.49152
Mex531,347,19.40755995,-99.13480412,30382.55719
Mex532,869,19.60694965,-99.19919287,31666.23771
Mex533,364,19.4210002,-99.20333808,40012.74323
Mex534,866,19.6028809,-99.2286424,1529.211683
Mex535,428,19.43392059,-99.0537464,178.7568776
Mex537,809,19.58212404,-99.07789378,3487.129343
Mex538,679,19.53267717,-99.17999705,2997.007413
Mex539,424,19.43557885,-99.09542442,2589.227401
Mex540,843,19.60097766,-99.21362816,2517.514293
Mex541,320,19.40262353,-99.16952845,1797.142133
Mex542,717,19.54802787,-99.04498427,2026.04687
Mex543,900,19.61903628,-99.13121085,514.0880329
Mex544,135,19.33172824,-99.10393908,19.1538697
Mex545,653,19.52537241,-99.1994884,2605.144569
Mex546,432,19.43471106,-99.01271137,1541.618866
Mex547,10,19.28254757,-99.14512504,1492.801481
Mex548,646,19.51399408,-99.03764162,2019.519656
Mex549,493,19.46243186,-99.12119033,3020.70226
Mex550,306,19.3890348,-99.07582866,577.7203499
Mex551,624,19.50545346,-99.01026639,1634.946048
