client,sqkm_id,latitude,longitude,income
Cliente 2397,565,4.69126189,-74.10001571,661628.963
Cliente 2401,313,4.5945874,-74.08532796,2838479.03
Cliente 2406,606,4.71071247,-74.13969967,971002.59
Cliente 2411,307,4.58839998,-74.14184069,330714.851
Cliente 2414,281,4.58749294,-74.16633236,1909519.6
Cliente 2416,285,4.58785843,-74.13777716,2992074.15
Cliente 2420,589,4.70137688,-74.09184484,545947.787
Cliente 2426,514,4.67863771,-74.13849806,1054875.82
Cliente 2430,658,4.72493723,-74.09181346,1764159.44
Cliente 2433,611,4.71325162,-74.10096356,134342.57
Cliente 2438,608,4.7142593,-74.12685772,456604.189
Cliente 2449,304,4.59404277,-74.17281772,499536.104
Cliente 2467,152,4.52949075,-74.09155017,290136.544
Cliente 2497,103,4.51172581,-74.11341349,159564.04
Cliente 2514,398,4.63106999,-74.15494527,60015.9112
Cliente 2516,398,4.63106999,-74.15494527,39295.7433
Cliente 2547,220,4.55540498,-74.09774185,261199.174
Cliente 2556,80,4.50530523,-74.11479647,439733.955
Cliente 2557,446,4.64395027,-74.13739834,704906.701
Cliente 2559,175,4.54047342,-74.08807504,127601.944
Cliente 2564,58,4.49695121,-74.10391019,491329.532
Cliente 2571,220,4.55389432,-74.09750979,376550.936
Cliente 2577,398,4.63106999,-74.15494527,337221.381
Cliente 2593,541,4.68735007,-74.10262004,426022.087
Cliente 2665,682,4.73964796,-74.08368121,917467.863
Cliente 2705,217,4.5591456,-74.12081274,565072.532
Cliente 2728,218,4.56030603,-74.11441362,70985.3172
Cliente 2760,220,4.5562027,-74.09976991,422666.392
Cliente 3129,398,4.63106999,-74.15494527,1191311.03
Cliente 3135,398,4.63106999,-74.15494527,821635.788
Cliente 3145,400,4.62877588,-74.13051526,198808.921
Cliente 3155,244,4.56315757,-74.0897611,572673.293
Cliente 3159,402,4.62534636,-74.11717377,477563.765
Cliente 3162,353,4.60947169,-74.14003909,14279033.2
Cliente 3172,400,4.63065019,-74.12937674,1052822.97
Cliente 3178,476,4.65816987,-74.06932773,100109.347
Cliente 3181,245,4.56471158,-74.07946039,382873.513
Cliente 3184,495,4.66824373,-74.10739014,949721.09
Cliente 3194,593,4.70441645,-74.05692744,1078324.69
Cliente 3195,264,4.57735042,-74.11379775,554519.272
Cliente 3203,399,4.62921508,-74.14190063,370483.186
Cliente 3213,334,4.60527833,-74.10524739,201486.647
Cliente 3217,727,4.75288911,-74.08853723,859759.134
Cliente 3238,702,4.74520229,-74.10805143,260521.739
Cliente 3255,514,4.67517531,-74.145604,259788.629
Cliente 3280,537,4.68652446,-74.14310029,583806.473
Cliente 3304,514,4.67625131,-74.14483144,575628.621
Cliente 3329,632,4.71498719,-74.11607558,988381.445
Cliente 3332,331,4.60461556,-74.1355876,663641.314
Cliente 3370,268,4.5713487,-74.07921921,489014.808
Cliente 3392,514,4.6756898,-74.14489868,414898.734
Cliente 3393,702,4.74297663,-74.10901828,1446500.74
Cliente 3394,537,4.68337426,-74.13952927,690237.932
Cliente 3398,536,4.68215122,-74.15081835,295320.755
Cliente 3454,103,4.51505422,-74.11598835,95678.8485
Cliente 3473,401,4.6299366,-74.12838452,7175143.19
Cliente 3478,383,4.62237279,-74.07747695,1359082.59
Cliente 3480,453,4.65100376,-74.07291024,410626.324
Cliente 3485,355,4.60659594,-74.12734008,57328.7251
Cliente 3495,631,4.719103,-74.12085416,93983.6604
Cliente 3499,425,4.63801987,-74.11784437,556212.052
Cliente 3503,263,4.57468294,-74.12281424,128280.373
Cliente 3518,287,4.58182677,-74.11458524,32017.5759
Cliente 3526,335,4.59839545,-74.1003252,288087.581
Cliente 3529,501,4.66793758,-74.05179404,193242.556
Cliente 3532,374,4.61569628,-74.16016849,354186.729
Cliente 3542,373,4.6156099,-74.17304193,441297.273
Cliente 3544,288,4.58586418,-74.10358294,365967.268
Cliente 3550,681,4.73805204,-74.08514028,426327.827
Cliente 3608,539,4.68007087,-74.12228489,13927675.6
Cliente 3688,126,4.51595896,-74.11675191,307546.324
Cliente 3695,126,4.52328292,-74.11999822,559822.256
Cliente 3709,379,4.62429298,-74.11573007,508709.562
Cliente 3727,241,4.56935838,-74.1174482,364044.698
Cliente 3778,754,4.7651643,-74.05072264,1929426.76
Cliente 3783,407,4.6332418,-74.07216755,553712.531
Cliente 3900,520,4.67626939,-74.08512835,780518.358
Cliente 4006,314,4.59103798,-74.08086622,737981.781
Cliente 4009,330,4.60563353,-74.14030957,165203.703
Cliente 4058,732,4.75166264,-74.04487546,173300.278
Cliente 4104,658,4.72612653,-74.09062308,904734.769
Cliente 4124,546,4.68390878,-74.06041966,2195397.63
Cliente 4125,377,4.61724878,-74.13505515,7378937.49
Cliente 4130,681,4.73772463,-74.08520867,3977755.86
Cliente 4131,362,4.61478397,-74.06342773,5274825.56
Cliente 4135,518,4.67125897,-74.10658167,6327505.74
Cliente 4138,662,4.72486042,-74.05566871,7543063.12
Cliente 4143,382,4.62249403,-74.09038286,545941.363
Cliente 4145,290,4.58180117,-74.0900139,1846557.66
Cliente 4150,548,4.67973706,-74.0442848,6516265.69
Cliente 4155,453,4.6499306,-74.06686981,2945770.36
Cliente 4157,338,4.60274071,-74.06910463,2120870.67
Cliente 4160,640,4.72063018,-74.04662825,4651308.4
Cliente 4164,501,4.66341824,-74.04821645,2032205.71
Cliente 4173,572,4.68809045,-74.03593619,3906220.63
Cliente 4178,686,4.73824599,-74.04784258,3010628.05
Cliente 4181,546,4.6872193,-74.05965029,6525354.74
Cliente 4182,221,4.55296755,-74.09181398,400603.596
Cliente 4185,405,4.62980348,-74.08858632,4691707.82
Cliente 4188,499,4.66938295,-74.07383345,41168.4966
Cliente 4199,152,4.53251455,-74.08669493,571457.958
Cliente 4203,545,4.68003855,-74.07410006,256762.416
Cliente 4205,401,4.62911409,-74.12107149,164155.4
Cliente 4208,732,4.75309472,-74.04411355,407797.95
Cliente 4277,286,4.58437995,-74.12403952,338674.374
Cliente 4308,314,4.59129317,-74.08250773,447129.149
Cliente 4315,398,4.63106999,-74.15494527,382458.142
Cliente 4535,244,4.56404342,-74.08425843,100066.686
Cliente 4555,639,4.71530072,-74.05615098,788364.403
Cliente 4556,687,4.74025257,-74.03091633,257275.744
Cliente 4992,313,4.59665374,-74.09187783,80905.4133
Cliente 5015,585,4.69960742,-74.12827145,585658.52
Cliente 5026,442,4.64810966,-74.17326451,479657.024
Cliente 5034,215,4.55418651,-74.13969082,431475.481
Cliente 5047,514,4.67709563,-74.14060703,244020.9
Cliente 5068,126,4.52329952,-74.11996519,443599.467
Cliente 5070,337,4.60414353,-74.08403339,120104.64
Cliente 5096,285,4.58261513,-74.12966421,1955331.39
Cliente 5100,291,4.58268531,-74.07899324,399556.627
Cliente 5142,431,4.64213072,-74.06034515,453157.237
Cliente 5153,358,4.61123103,-74.09459929,4586599.17
Cliente 5156,331,4.60335804,-74.13634703,1174078.04
Cliente 5245,688,4.73323021,-74.02882859,1561921.74
Cliente 5253,420,4.63697149,-74.16254581,486678.782
Cliente 5303,514,4.67212313,-74.14714874,592621.948
Cliente 5331,544,4.68470142,-74.07940953,6762511.42
Cliente 5448,612,4.70897053,-74.09261325,29449444.4
Cliente 5777,596,4.69881608,-74.02941511,354024.947
Cliente 5911,730,4.7539963,-74.0588767,1736451.61
Cliente 6047,371,4.61987287,-74.18915958,298693.006
Cliente 6186,563,4.6880478,-74.11119795,776190.167
Cliente 6250,584,4.70177216,-74.13044599,610005.486
Cliente 6295,701,4.74676674,-74.11370647,396355.849
Cliente 6326,326,4.5988537,-74.17989327,594486.638
Cliente 6335,360,4.60635,-74.08382424,141155.154
Cliente 6353,192,4.5500364,-74.1413788,1683824.52
Cliente 6461,260,4.57548041,-74.15492393,359947.504
Cliente 6462,724,4.75254544,-74.11969196,647918.927
Cliente 6608,337,4.60627399,-74.08387465,168465.714
Cliente 6635,514,4.6753967,-74.14342499,294587.794
Cliente 6672,292,4.58039154,-74.07064521,475678.348
Cliente 6838,547,4.685351,-74.04803049,1172030.13
Cliente 6998,515,4.67217573,-74.13648209,484377.836
Cliente 7065,632,4.71504591,-74.11746779,1286502.15
Cliente 7093,103,4.50946199,-74.11424452,660882.473
Cliente 7148,639,4.71573923,-74.05532712,408386.558
Cliente 7171,757,4.76777323,-74.02845495,926020.13
Cliente 7312,81,4.49876399,-74.10715083,375867.023
Cliente 7361,730,4.75669731,-74.06383101,7166622.94
Cliente 7433,685,4.73392234,-74.05561914,
Cliente 7664,307,4.59502668,-74.1388318,4083465.18
Cliente 7737,290,4.5867796,-74.08919874,640398.52
Cliente 7837,314,4.59639146,-74.08091603,561112.006
Cliente 7884,454,4.64376908,-74.06588795,217910.424
Cliente 7935,266,4.57467783,-74.09336588,369641.06
Cliente 7979,701,4.74981287,-74.11222747,2368229.55
Cliente 8061,564,4.69176914,-74.10219321,373289.08
Cliente 8158,709,4.74614436,-74.04090821,1816817.85
Cliente 8165,337,4.60118113,-74.0795391,3042397.89
Cliente 8214,431,4.63994104,-74.0618173,56017.4955
Cliente 8312,394,4.62619427,-74.19087123,539335.388
Cliente 8372,330,4.59962567,-74.14484719,752173.004
Cliente 8392,382,4.61925124,-74.09004656,5885974.46
Cliente 9445,398,4.63106999,-74.15494527,68148.3427
Cliente 9538,243,4.56858095,-74.09415803,1139360.25
Cliente 9546,239,4.56306698,-74.13132489,359479.185
Cliente 9619,281,4.58442839,-74.16651178,581260.303
Cliente 9625,608,4.70606302,-74.12353815,706525.711
Cliente 9632,468,4.65463097,-74.14120192,5575853.19
Cliente 9679,538,4.68221601,-74.1332968,361569.52
Cliente 9695,442,4.64681395,-74.17230114,522020.351
Cliente 9821,398,4.63106999,-74.15494527,1202118.92
Cliente 9835,640,4.71671101,-74.04415692,300532.126
Cliente 9966,305,4.59464604,-74.15693097,1283294.8
Cliente 10333,314,4.59094743,-74.08343069,778493.146
Cliente 10538,401,4.63096289,-74.12185318,
Cliente 10539,572,4.69051004,-74.0376793,
Cliente 10548,375,4.623998,-74.14893362,27887.5333
Cliente 10549,361,4.60833146,-74.07057029,11913.42
Cliente 10550,591,4.70465065,-74.07174001,
Cliente 10551,337,4.59852207,-74.07517264,
Cliente 10552,401,4.63096289,-74.12185318,4524596.87
Cliente 10554,547,4.6871432,-74.05178171,
Cliente 10556,501,4.66111644,-74.05614052,
Cliente 10572,594,4.70278793,-74.04278036,8706.5
Cliente 10573,472,4.65418293,-74.10750796,266389.903
Cliente 11288,125,4.52200108,-74.1212514,468777.941
Cliente 11420,572,4.69211787,-74.03275981,
Cliente 11552,637,4.72086883,-74.07069538,650605.527
Cliente 11637,709,4.74324131,-74.04652207,1128428.97
Cliente 11756,688,4.73702031,-74.02256479,455601.104
Cliente 12090,266,4.57026406,-74.09948047,4118980.79
Cliente 12290,371,4.62434112,-74.18614916,627129.326
Cliente 12402,585,4.70499148,-74.12778419,385429.597
Cliente 12403,103,4.51572089,-74.11664267,280367.101
Cliente 12406,312,4.5918956,-74.09415396,830049.915
Cliente 12408,263,4.57051279,-74.12467868,164034.323
Cliente 12409,564,4.6941543,-74.10360797,732427.538
Cliente 12424,290,4.58343443,-74.09126248,383949.557
Cliente 12519,331,4.60217091,-74.13162143,1024048.2
Cliente 12614,585,4.70585457,-74.1275427,183960.786
Cliente 12955,547,4.68253054,-74.04904102,3111547.89
Cliente 12956,498,4.66777383,-74.07993766,3453998.21
Cliente 12957,338,4.6007524,-74.07109043,2176927.77
Cliente 12958,375,4.61979171,-74.14977503,2561442.96
Cliente 12959,685,4.73585423,-74.05017187,4204655.35
Cliente 12960,289,4.58523165,-74.09907413,2075085.61
Cliente 12961,454,4.64363169,-74.06457321,1157913.38
Cliente 12962,477,4.65228829,-74.06059818,1086494.44
Cliente 12963,361,4.61040887,-74.07167417,888052.396
Cliente 12965,453,4.65105575,-74.06702765,3464003.69
Cliente 13016,331,4.60190781,-74.13811136,1006547.6
Cliente 13056,238,4.562642,-74.14004248,995800.998
Cliente 13114,543,4.68415644,-74.08738037,
Cliente 13148,421,4.63359964,-74.15059794,448966.437
Cliente 13224,191,4.54655748,-74.14904613,256965.226
Cliente 13228,338,4.60331516,-74.07250015,228917.94
Cliente 13281,680,4.73576439,-74.09719902,146470.649
Cliente 13296,303,4.59597545,-74.18260145,3388229.4
Cliente 13551,588,4.69743502,-74.09922011,208992.178
Cliente 13640,419,4.64203639,-74.17030837,333049.323
Cliente 13918,378,4.618443,-74.12075945,1042577.1
Cliente 13937,353,4.61383232,-74.14394706,161205.682
Cliente 14115,336,4.60432572,-74.08487501,439587.461
Cliente 14230,419,4.63860606,-74.16604079,532994.158
Cliente 14231,370,4.62431217,-74.19572818,952547.612
Cliente 14433,288,4.58523842,-74.10318602,138559.948
Cliente 14483,336,4.60428908,-74.08426342,467950.196
Cliente 14601,332,4.59933923,-74.1239871,598039.79
Cliente 14606,702,4.74379222,-74.10459875,1124756.51
Cliente 14663,606,4.71260842,-74.14079074,349309.425
Cliente 14675,176,4.53800398,-74.08340258,390858.963
Cliente 14690,378,4.62051293,-74.12586542,1045514.78
Cliente 14800,103,4.51057036,-74.11313779,763039.959
Cliente 14902,422,4.64072357,-74.14039859,423546.769
Cliente 14914,303,4.59298153,-74.17541276,542391.848
Cliente 14982,398,4.63106999,-74.15494527,355418.253
Cliente 14989,327,4.60221342,-74.16619416,877217.393
Cliente 15190,431,4.63938219,-74.0659686,84923.5825
Cliente 15289,217,4.56083257,-74.1256702,308117.251
Cliente 15376,374,4.61956024,-74.16106572,633293.237
Cliente 15420,338,4.59932775,-74.06933112,488692.561
Cliente 15481,665,4.732767,-74.02793416,89563.3003
Cliente 15518,288,4.57990695,-74.10848344,322033.739
Cliente 15542,725,4.75275979,-74.10522679,827817.774
Cliente 15543,728,4.75473887,-74.08035008,907299.363
Cliente 15629,243,4.56138079,-74.09591538,417837.255
Cliente 15649,308,4.59609037,-74.1357997,19983649.1
Cliente 15650,308,4.59610636,-74.13578966,668533.022
Cliente 15693,288,4.58078218,-74.10913334,685365.522
Cliente 15748,522,4.67072119,-74.07120778,507394.478
Cliente 15767,376,4.61571978,-74.1396445,852550.31
Cliente 15769,757,4.76579022,-74.02851915,8961913.21
Cliente 15818,398,4.63106999,-74.15494527,1806465.24
Cliente 15935,241,4.56975918,-74.11794425,486111.806
Cliente 16018,476,4.65993493,-74.06817216,91763.4553
Cliente 16093,610,4.7113398,-74.10373372,855422.657
Cliente 16121,281,4.58511269,-74.16982626,295645.494
Cliente 16122,329,4.60287183,-74.14995397,1259746.13
Cliente 16148,468,4.65202554,-74.14401349,2696963.77
Cliente 16311,609,4.71035396,-74.11228386,5387001.41
Cliente 16439,198,4.5451182,-74.09120544,162589.399
Cliente 16451,453,4.64303708,-74.07175247,208493.281
Cliente 16454,398,4.63106999,-74.15494527,1015547.6
Cliente 16499,264,4.57848294,-74.1140634,1178644.5
Cliente 16595,240,4.56946359,-74.1237611,169774.588
Cliente 16620,679,4.74184231,-74.11091847,123643.71
Cliente 16767,454,4.64795614,-74.06449728,371686.739
Cliente 16811,288,4.58204267,-74.10317496,999090.481
Cliente 16814,398,4.63106999,-74.15494527,2384073.4
Cliente 16927,265,4.57630704,-74.10353055,588083.986
Cliente 16972,348,4.60669408,-74.18331256,505011.562
Cliente 17000,756,4.76366653,-74.03757131,437170.631
Cliente 17008,513,4.67685485,-74.14910826,11550.1129
Cliente 17009,703,4.74701745,-74.09674567,83966.004
Cliente 17081,499,4.6624385,-74.07443861,998874.327
Cliente 17203,348,4.60773123,-74.19085028,535939.355
Cliente 17511,339,4.60221391,-74.06452657,3219538.09
Cliente 17586,398,4.63106999,-74.15494527,308330.551
Cliente 17590,498,4.66897011,-74.07511452,956362
Cliente 17758,572,4.69071753,-74.03810477,6092611.93
Cliente 17813,586,4.70518676,-74.11655929,105798.489
Cliente 17868,352,4.61489837,-74.15336626,5133716.22
Cliente 18057,57,4.49374532,-74.11584523,455565.336
Cliente 18058,377,4.61611884,-74.13640744,706908.036
Cliente 18060,374,4.62300274,-74.15798006,772512.033
Cliente 18077,687,4.74148125,-74.03521856,1390147.09
Cliente 18085,324,4.60178684,-74.19275592,11089357.4
Cliente 18128,491,4.66924563,-74.14040182,186825.128
Cliente 18213,285,4.58038043,-74.1347617,649365.73
Cliente 18214,307,4.58964399,-74.14572013,1655682.62
Cliente 18221,398,4.63106999,-74.15494527,155610.133
Cliente 18237,407,4.63314975,-74.07387492,717324.153
Cliente 18279,361,4.60753347,-74.06980103,263158.786
Cliente 18290,393,4.62461191,-74.19887173,273185.679
Cliente 18352,686,4.74037797,-74.0398919,665693.838
Cliente 18439,126,4.51695465,-74.11793266,438535.775
Cliente 18505,361,4.61050045,-74.07015627,289253.781
Cliente 18530,701,4.74715108,-74.11561936,434237.326
Cliente 18583,329,4.60351792,-74.15093314,1228469.33
Cliente 18733,419,4.64024269,-74.17360015,898544.952
Cliente 18782,757,4.76002458,-74.02406078,731365.131
Cliente 18783,543,4.68430578,-74.09138663,638624.194
Cliente 18803,371,4.62060128,-74.18959085,295302.755
Cliente 18818,338,4.60212567,-74.07301623,781476.276
Cliente 18835,338,4.5990384,-74.0723534,460227.547
Cliente 18989,396,4.63052129,-74.16807325,1827273.07
Cliente 19004,360,4.60635,-74.08382424,296339.9
Cliente 19052,263,4.57660312,-74.12441019,980419.571
Cliente 19130,398,4.63106999,-74.15494527,463000.28
Cliente 19147,373,4.62291042,-74.17043826,313112.444
Cliente 19224,394,4.63305468,-74.18396587,282137.505
Cliente 19242,198,4.550212,-74.09256357,259285.557
Cliente 19298,359,4.61524659,-74.08460917,742735.53
Cliente 19354,522,4.6750695,-74.07204501,195528.125
Cliente 19368,241,4.57014022,-74.11868748,441534.464
Cliente 19400,663,4.72897752,-74.04110891,1136709.59
Cliente 19406,662,4.72997736,-74.04815398,104131.468
Cliente 19744,657,4.72784293,-74.09414283,378883.848
Cliente 19751,606,4.71350717,-74.14260121,830766.788
Cliente 19753,536,4.68667998,-74.15608046,510280.996
Cliente 19755,611,4.70789469,-74.09842868,349437.631
Cliente 20026,564,4.69348927,-74.10839089,14455.7555
Cliente 20061,708,4.74889217,-74.05255196,687510.636
Cliente 20111,350,4.61201745,-74.16857139,1002554.41
Cliente 20163,734,4.75701672,-74.02511731,1613535.88
Cliente 20232,522,4.67592797,-74.07307454,173216.645
Cliente 20379,190,4.54981972,-74.16009398,660366.303
Cliente 20397,755,4.763188,-74.04497228,3431826.96
Cliente 20398,384,4.61902776,-74.06817826,1657224.7
Cliente 20408,312,4.58828113,-74.10094439,1382321.24
Cliente 20595,536,4.68706875,-74.14871952,849480.873
Cliente 20703,585,4.70326989,-74.12283067,658362.292
Cliente 20756,680,4.73356638,-74.09811639,1795484.14
Cliente 20808,564,4.69192089,-74.10741298,873967.057
Cliente 20894,354,4.61113762,-74.13612546,7037589.17
Cliente 20895,610,4.70701235,-74.10622611,247583.448
Cliente 20909,398,4.63106999,-74.15494527,798777.867
Cliente 20920,536,4.68180791,-74.15428454,158413.756
Cliente 21262,521,4.67428705,-74.07759455,615686.768
Cliente 21280,362,4.61394293,-74.0642634,364454.404
Cliente 21332,58,4.49703452,-74.10444332,220569.999
Cliente 21346,514,4.67160132,-74.14469324,924827.93
Cliente 21350,757,4.76668917,-74.02672894,927701.304
Cliente 21506,700,4.74210269,-74.12556026,495927.683
Cliente 21507,657,4.72792022,-74.09461393,218470.61
Cliente 21508,701,4.74329116,-74.11379882,608576.618
Cliente 21614,635,4.72325357,-74.09185272,202209.856
Cliente 21628,398,4.63106999,-74.15494527,150658.006
Cliente 21741,371,4.61664471,-74.18829518,531558.931
Cliente 21747,545,4.68003855,-74.07410006,136473.838
Cliente 22021,430,4.63772301,-74.0719973,418721.74
Cliente 22046,196,4.54985867,-74.10877931,237525.819
Cliente 22192,658,4.72616958,-74.09107546,775867.821
Cliente 22255,708,4.74921905,-74.0539621,205262.304
Cliente 22274,393,4.63296539,-74.20100579,546811.471
Cliente 22479,268,4.57087747,-74.07573161,324040.914
Cliente 22742,393,4.62899053,-74.19618004,579675.785
Cliente 22751,398,4.63106999,-74.15494527,1808723.29
Cliente 23406,541,4.68011153,-74.10583107,19111001.2
Cliente 23478,680,4.73385514,-74.09815446,362389.122
Cliente 23479,606,4.71233262,-74.14063636,4526116.49
Cliente 23486,337,4.60627399,-74.08387465,1251912.95
Cliente 23492,394,4.62930272,-74.19213998,56375.8086
Cliente 23557,170,4.54152275,-74.13785414,687929.206
Cliente 23701,592,4.7010142,-74.06375774,472344.708
Cliente 23857,536,4.68021886,-74.15238861,1141474.04
Cliente 23991,330,4.60163323,-74.142661,194599.394
Cliente 23992,398,4.63106999,-74.15494527,216115.676
Cliente 24018,408,4.63153711,-74.06408873,52149.4164
Cliente 24021,372,4.62326359,-74.17810015,314341.868
Cliente 24053,384,4.61887035,-74.06808694,113425.837
Cliente 24100,398,4.63106999,-74.15494527,95427.0475
Cliente 24181,216,4.5545456,-74.13771656,57717.5462
Cliente 24197,240,4.56421699,-74.12858092,289734.54
Cliente 24217,449,4.64620182,-74.10363368,
Cliente 24260,126,4.52405264,-74.11830645,303915.158
Cliente 24261,149,4.52605929,-74.11587124,256622.457
Cliente 24263,420,4.63687153,-74.16490864,598716.397
Cliente 24291,517,4.67740547,-74.11596464,2076171.74
Cliente 24321,657,4.72520394,-74.09433334,423924.755
Cliente 24327,542,4.68622085,-74.09818062,28178.1705
Cliente 24415,569,4.68907736,-74.0644492,1598527.05
Cliente 24421,662,4.72400523,-74.05035602,2925984.75
Cliente 24422,572,4.69211787,-74.03275981,5907231.25
Cliente 24423,476,4.65559797,-74.07169728,1374139.53
Cliente 24472,353,4.61008529,-74.14563233,1322448.27
Cliente 24542,337,4.60619798,-74.08392505,608641.023
Cliente 24580,58,4.49691588,-74.10274512,467236.537
Cliente 24582,314,4.59366085,-74.08191707,486550.688
Cliente 24656,393,4.63084565,-74.19378692,1335662.31
Cliente 24669,291,4.58164187,-74.08048611,648839.817
Cliente 24674,370,4.62195296,-74.1928696,426185.452
Cliente 24707,311,4.58854819,-74.10949931,125071.906
Cliente 24747,494,4.66581125,-74.11972253,31521.5986
Cliente 24821,347,4.61214247,-74.19493839,133607.706
Cliente 24822,476,4.65660326,-74.0699747,491745.1
Cliente 24829,337,4.60622332,-74.08390825,1096861.55
Cliente 24830,360,4.60630784,-74.08367899,457365.104
Cliente 24831,360,4.60638385,-74.08362859,2233454.39
Cliente 24858,238,4.56241726,-74.14561708,672358.71
Cliente 24928,724,4.75163829,-74.11371791,943623.289
Cliente 24965,700,4.74387609,-74.12500996,587265.922
Cliente 25133,338,4.59955736,-74.06925632,213772.835
Cliente 25134,338,4.60302086,-74.07250199,2651998.96
Cliente 25537,565,4.68850773,-74.09800758,233855.783
Cliente 25538,757,4.76029348,-74.02896867,737588.18
Cliente 25541,379,4.62292277,-74.11741515,578057.889
Cliente 25572,709,4.74564545,-74.03923079,670196.835
Cliente 25675,688,4.73432406,-74.02706165,615423.279
Cliente 25684,537,4.68737894,-74.14420987,388344.556
Cliente 25764,267,4.57553064,-74.09190775,376262.71
